,Brand,Model,Year,Status,Mileage,Dealer,Price
382,Jeep,Wagoneer,2023,New,0.0,AutoNation Chrysler Dodge Jeep Ram Katy,61991.0
383,Jeep,Wagoneer,2023,New,0.0,AutoNation Chrysler Dodge Jeep Ram Katy,71285.0
384,Toyota,Tundra,2023,New,0.0,Sterling McCall Toyota Fort Bend,64453.0
385,Toyota,Tundra,2023,New,0.0,Sterling McCall Toyota Fort Bend,62511.0
386,Toyota,Prius,2022,Used,36331.0,Sterling McCall Toyota Fort Bend,23100.0
387,Toyota,Tundra,2018,Used,111820.0,Sterling McCall Toyota Fort Bend,28100.0
388,Acura,TLX,2017,Used,78138.0,Sterling McCall Toyota Fort Bend,19811.0
389,Lexus,RX,2011,Used,153869.0,Sterling McCall Toyota Fort Bend,12990.0
390,Chevrolet,Camaro,2023,New,0.0,"Ray Chevrolet, Inc",36990.0
391,Chevrolet,Tahoe,2023,Certified,21050.0,"Ray Chevrolet, Inc",69988.0
392,Nissan,Armada,2023,New,0.0,Shottenkirk Nissan Katy,50590.0
393,Lexus,GX,2021,Used,24233.0,Mendoza Ford,48997.0
394,Chevrolet,1,2017,Used,58565.0,Giles Subaru,11980.0
395,Nissan,Altima,2024,New,0.0,Giles Nissan Lafayette,29920.0
397,Nissan,Pathfinder,2024,New,0.0,Giles Nissan Lafayette,51945.0
398,Nissan,Maxima,2023,New,0.0,Giles Nissan Lafayette,45360.0
399,Nissan,Rogue,2023,New,0.0,Giles Nissan Opelousas,36530.0
400,Nissan,Altima,2024,New,0.0,Giles Nissan Opelousas,32720.0
401,Nissan,Kicks,2023,New,0.0,Giles Nissan Opelousas,22700.0
402,Nissan,Pathfinder,2024,New,0.0,Giles Nissan Opelousas,44455.0
404,Nissan,Pathfinder,2024,New,0.0,Giles Nissan Opelousas,44990.0
405,Nissan,Sentra,2023,New,0.0,Giles Nissan Opelousas,23695.0
406,Nissan,Altima,2024,New,0.0,Giles Nissan Opelousas,27425.0
407,Nissan,Kicks,2023,New,0.0,Giles Nissan Opelousas,27840.0
408,Nissan,Sentra,2023,New,0.0,Giles Nissan Opelousas,21735.0
409,Toyota,Camry,2021,Used,40871.0,Giles Nissan Opelousas,29949.0
410,Chevrolet,Equinox,2024,New,0.0,Roy Motors,28385.0
411,Jeep,Grand Cherokee,2023,Used,10113.0,Sterling Value Pre-Owned,39495.0
412,Lincoln,Aviator,2021,Used,32395.0,Sterling Value Pre-Owned,62258.0
413,Toyota,Tundra,2022,Used,9884.0,Don's Automotive Group Broussard,54999.0
414,GMC,Sierra,2022,Used,51450.0,Don's Automotive Group Broussard,62999.0
415,Audi,A7,2021,Used,10856.0,Don's Automotive Group Broussard,55999.0
416,Chevrolet,Tahoe,2021,Used,22409.0,Don's Automotive Group Broussard,65999.0
418,Ford,Explorer,2021,Used,64000.0,Hebert Jeep Chrysler Dodge Ram,31891.0
419,Honda,Pilot,2022,New,0.0,LeBlanc Honda,41850.0
420,Honda,Pilot,2023,New,0.0,LeBlanc Honda,52180.0
421,Honda,CR-V,2023,New,0.0,LeBlanc Honda,32445.0
422,Ford,Expedition,2023,New,0.0,Destination Ford,79170.0
423,Ford,Explorer,2023,New,0.0,Destination Ford,50665.0
424,Ford,F-250,2023,New,0.0,Destination Ford,71965.0
425,Ford,Expedition,2023,New,0.0,Destination Ford,91095.0
426,Ford,Expedition,2023,New,0.0,Destination Ford,80165.0
427,Chevrolet,Colorado,2023,New,0.0,Traditions Chevrolet,42190.0
428,RAM,2500,2024,New,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,92230.0
429,Jeep,Grand Cherokee,2023,New,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,53495.0
430,Jeep,Grand Cherokee,2023,New,0.0,Elliott Chrysler Dodge Jeep Ram of Carthage,52900.0
431,GMC,Yukon,2023,New,0.0,Reliance Chrysler Jeep Dodge Ram,93755.0
432,Ford,Explorer,2022,New,0.0,Cavender Ford,43618.0
433,Ford,F-150,2023,Used,8640.0,Rountree Ford Lincoln,75333.0
434,Lincoln,Aviator,2023,New,0.0,Rountree Ford Lincoln,79370.0
435,Ford,F-150,2022,Certified,30779.0,Rountree Ford Lincoln,51962.0
436,Chevrolet,Silverado,2024,New,0.0,Chevyland,47995.0
437,Chevrolet,Silverado,2023,New,0.0,Chevyland,67410.0
439,Chevrolet,Silverado,2023,New,0.0,Chevyland,45995.0
440,Toyota,Tundra,2023,New,0.0,Shapen Toyota,58062.0
441,Ford,Mustang,2024,New,0.0,Marshall Ford,86505.0
442,Toyota,Highlander,2024,New,0.0,Yokem Toyota,51212.0
443,Ford,Explorer,2020,Used,47781.0,Landers Dodge Chrysler Jeep RAM Fiat,38460.0
444,Cadillac,Escalade,2023,New,0.0,Wagner Cadillac,206265.0
445,Kia,Soul,2024,New,0.0,Orr Kia of Bossier,24235.0
446,Kia,Sportage,2024,New,0.0,Orr Kia of Bossier,31070.0
447,Mazda,CX-9,2024,New,0.0,Velocity Mazda,40970.0
448,RAM,1500,2022,New,0.0,Freestone Chrysler Dodge Jeep Ram,38993.0
449,Subaru,Legacy,2024,New,0.0,Peltier Subaru,35505.0
450,Ford,Bronco,2023,New,0.0,Tyler Ford,61175.0
451,Ford,Bronco,2023,New,0.0,Tyler Ford,99320.0
452,Chevrolet,Silverado,2024,New,0.0,Cavender Auto Country Chevrolet Buick GMC,76820.0
453,GMC,Sierra,2024,New,0.0,Cavender Auto Country Chevrolet Buick GMC,86635.0
454,GMC,Sierra,2024,New,0.0,Cavender Auto Country Chevrolet Buick GMC,84255.0
455,GMC,Sierra,2024,New,0.0,Cavender Auto Country Chevrolet Buick GMC,69380.0
456,Chevrolet,Silverado,2024,New,0.0,Cavender Auto Country Chevrolet Buick GMC,73750.0
457,RAM,2500,2023,New,0.0,Peters Chrysler Dodge Jeep RAM Fiat,71495.0
458,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,54229.0
459,Ford,Mustang,2012,Used,35146.0,Greenway Mazda,21982.0
460,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,75805.0
461,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,41524.0
462,Toyota,Highlander,2023,New,0.0,Morgan City Toyota,46756.0
463,Toyota,Camry,2023,New,0.0,Morgan City Toyota,33323.0
464,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,58431.0
465,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,51016.0
466,Toyota,Highlander,2023,New,0.0,Morgan City Toyota,51259.0
467,Toyota,Tacoma,2023,New,0.0,Morgan City Toyota,28854.0
468,Toyota,Tundra,2022,Used,31130.0,Morgan City Toyota,45438.0
469,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,44584.0
470,Toyota,Tacoma,2023,New,0.0,Morgan City Toyota,53084.0
471,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,51903.0
472,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,52688.0
473,Toyota,Corolla,2023,New,0.0,Morgan City Toyota,28834.0
474,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,48041.0
475,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,47648.0
476,Toyota,Sequoia,2023,New,0.0,Morgan City Toyota,83914.0
477,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,48164.0
478,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,48322.0
480,Mercedes,C-Class,2017,Used,65177.0,Acura of Jackson,22768.0
481,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,46807.0
482,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,55346.0
483,Toyota,4Runner,2023,New,0.0,Morgan City Toyota,48943.0
484,Toyota,Tundra,2023,New,0.0,Morgan City Toyota,68379.0
485,Toyota,Sienna,2023,New,0.0,Morgan City Toyota,45241.0
486,Toyota,Highlander,2022,New,0.0,Morgan City Toyota,54971.0
487,Ford,Explorer,2023,New,0.0,Hebert's Town & Country Ford,45500.0
488,Ford,Explorer,2023,New,0.0,Hebert's Town & Country Ford,48370.0
489,Ford,F-150,2019,Used,152000.0,Harper Motors,24995.0
490,Chevrolet,Silverado,2024,New,0.0,Harper Motors,55940.0
491,Chevrolet,Silverado,2024,New,0.0,Harper Motors,54465.0
492,Chevrolet,Silverado,2024,New,0.0,Harper Motors,54235.0
493,Chevrolet,Tahoe,2019,Used,74057.0,Harper Motors,37875.0
494,Toyota,Tundra,2023,New,0.0,All Star Toyota of Baton Rouge,54738.0
495,Toyota,Crown,2023,New,0.0,All Star Toyota of Baton Rouge,44857.0
496,Volvo,XC90,2024,New,0.0,All Star Volvo Cars,69065.0
498,Toyota,Corolla,2011,Used,95223.0,Team Honda,12366.0
499,Chevrolet,LS,2019,Used,98712.0,All Star Chevrolet,29897.0
500,Chevrolet,Colorado,2017,Used,25252.0,All Star Chevrolet,27893.0
504,Lexus,LX,2023,New,0.0,Price LeBlanc Lexus,115070.0
505,Lexus,IS,2023,New,0.0,Price LeBlanc Lexus,67045.0
506,Toyota,4Runner,2023,New,0.0,Price LeBlanc Toyota,47730.0
507,Toyota,Tundra,2023,New,0.0,Price LeBlanc Toyota,57976.0
508,RAM,3500,2023,New,0.0,Matt Bowers CDJR,94350.0
509,Jeep,Wrangler,2023,New,0.0,Matt Bowers CDJR,54390.0
510,Chrysler,300,2023,New,0.0,Matt Bowers CDJR,66595.0
511,Ford,Mustang,2011,Used,81109.0,Matt Bowers CDJR,10991.0
512,Mercedes,GLE,2018,Used,35356.0,Matt Bowers CDJR,31791.0
513,Toyota,Corolla,2014,Used,152528.0,Richards Honda,8506.0
514,GMC,Yukon,2016,Used,106909.0,Richards Honda,22918.0
515,GMC,Yukon,2022,Used,7664.0,Richards Honda,74674.0
516,Mitsubishi,Mirage,2019,Used,41445.0,Richards Honda,11841.0
517,Ford,F-150,2022,Used,16610.0,Richards Honda,50414.0
518,Chevrolet,Colorado,2023,New,0.0,Alpha One Chevrolet,41575.0
519,GMC,Sierra,2021,Used,93933.0,Alpha One Chevrolet,42888.0
520,GMC,Terrain,2023,Used,1479.0,Alpha One Chevrolet,29481.0
521,Ford,F-250,2022,Certified,49268.0,All Star Ford,57184.0
524,RAM,3500,2021,Used,79291.0,All Star Ford,63461.0
525,Ford,F-150,2020,Certified,60762.0,All Star Ford,42630.0
526,Jeep,Renegade,2018,Used,42569.0,Mississippi Auto Direct,19360.0
527,Lexus,RX,2017,Used,36813.0,Natchez Ford Lincoln,34794.0
528,GMC,Sierra,2024,New,0.0,Courtesy Chevrolet Buick GMC of Ruston,96185.0
529,GMC,Sierra,2023,New,0.0,Courtesy Chevrolet Buick GMC of Ruston,49275.0
530,GMC,Sierra,2023,New,0.0,Courtesy Chevrolet Buick GMC of Ruston,59340.0
531,GMC,Sierra,2023,New,0.0,Courtesy Chevrolet Buick GMC of Ruston,75675.0
532,Buick,Envision,2023,New,0.0,Courtesy Chevrolet Buick GMC of Ruston,46900.0
533,Ford,F-150,2023,New,0.0,All Star Ford of Denham Springs,80675.0
534,Toyota,Camry,2021,Used,62908.0,All Star Ford of Denham Springs,21602.0
535,Ford,Explorer,2020,Used,62059.0,Stanley Ford Gilmer,27995.0
536,Kia,Sportage,2024,New,0.0,All Star Kia East,36660.0
537,Kia,Carnival,2024,New,0.0,All Star Kia East,44760.0
538,Kia,Sportage,2024,New,0.0,All Star Kia East,31345.0
539,Kia,Sportage,2024,New,0.0,All Star Kia East,38515.0
540,Kia,Sportage,2024,New,0.0,All Star Kia East,36930.0
541,Kia,Sorento,2023,New,0.0,All Star Kia East,42820.0
542,Kia,Telluride,2024,New,0.0,All Star Kia East,52670.0
543,Subaru,Outback,2014,Used,142195.0,Austin Subaru,12488.0
544,Kia,Sorento,2023,New,0.0,All Star Kia East,40290.0
545,Ford,F-150,2023,New,0.0,Centreville Motor Company,58184.0
546,Chevrolet,Silverado,2023,New,0.0,Apple-Sport Chevrolet,46970.0
547,Chevrolet,Silverado,2023,New,0.0,Apple-Sport Chevrolet,73900.0
548,Ford,Bronco,2023,New,0.0,Apple Sport Ford,71785.0
549,Ford,F-150,2023,New,0.0,Apple Sport Ford,92865.0
550,Lexus,LX,2014,Used,165096.0,Boardwalk Motor Cars,27500.0
551,Infiniti,Q5,2018,Used,56200.0,Boardwalk Motor Cars,22200.0
552,Ford,F-250,2013,Used,196432.0,Boardwalk Motor Cars,23600.0
553,Ford,F-350,2018,Used,208276.0,Boardwalk Motor Cars,41300.0
554,Ford,F-250,2012,Used,159248.0,Boardwalk Motor Cars,29990.0
555,Ford,F-350,2011,Used,144466.0,Boardwalk Motor Cars,22300.0
556,Chevrolet,Silverado,2014,Used,119718.0,Boardwalk Motor Cars,36500.0
557,Ford,F-250,2019,Used,201554.0,Boardwalk Motor Cars,28500.0
558,Ford,F-250,2021,Used,49703.0,Boardwalk Motor Cars,45900.0
559,Ford,F-150,2018,Used,161617.0,Boardwalk Motor Cars,24200.0
560,Tesla,Model S,2014,Used,79193.0,Toliver Chrysler-Dodge-Jeep-RAM,27999.0
561,Ford,F-150,2019,Used,28062.0,Stewart Toyota,32577.0
562,Toyota,Highlander,2024,New,0.0,Stewart Toyota,51536.0
565,Honda,CR-V,2023,Used,7306.0,Van-Trow Toyota,31998.0
566,Toyota,4Runner,2023,New,0.0,Van-Trow Toyota,42768.0
567,GMC,Sierra,2023,New,0.0,Springhill Motor Co.,60095.0
568,GMC,Sierra,2023,New,0.0,Springhill Motor Co.,64210.0
569,GMC,Sierra,2023,New,0.0,Springhill Motor Co.,74225.0
570,GMC,Sierra,2023,New,0.0,Springhill Motor Co.,66755.0
571,Toyota,Tundra,2022,Used,47061.0,Canton Ford,41359.0
572,GMC,Yukon,2021,Used,71280.0,Canton Ford,58977.0
573,Chevrolet,Suburban,2021,Used,72538.0,Canton Ford,51898.0
574,Toyota,RAV4,2023,New,0.0,Greg LeBlanc Toyota,39862.0
575,GMC,Yukon,2023,Certified,9782.0,Covert Chevrolet Bastrop,86919.0
577,Volkswagen,Tiguan,2023,New,0.0,Volkswagen of Waco,27703.0
578,Volkswagen,Atlas,2024,New,0.0,Volkswagen of Waco,43766.0
579,Infiniti,QX60,2018,Used,70150.0,Volkswagen of Waco,22776.0
580,Volkswagen,Atlas,2024,New,0.0,Volkswagen of Waco,51414.0
581,Volkswagen,Jetta,2023,New,0.0,Volkswagen of Waco,33186.0
583,Volkswagen,Atlas,2023,New,0.0,Volkswagen of Waco,40681.0
584,Volkswagen,Atlas,2024,New,0.0,Volkswagen of Waco,47261.0
586,Volkswagen,Jetta,2023,New,0.0,Volkswagen of Waco,25638.0
587,Volkswagen,Jetta,2023,New,0.0,Volkswagen of Waco,25298.0
588,Chevrolet,Tahoe,2023,Used,14121.0,Bird Kultgen Ford,69930.0
589,Subaru,Ascent,2020,Used,41272.0,Bird Kultgen Ford,31471.0
590,Toyota,86,2017,Used,43407.0,Greg May Honda,20985.0
591,Toyota,Tundra,2022,Used,25639.0,Mac Haik Dodge Chrysler Jeep RAM Temple,49995.0
592,Volkswagen,Golf,2016,Used,63255.0,AutoNation Chevrolet Waco,16998.0
593,FIAT,500,2015,Used,90765.0,AutoNation Chevrolet Waco,8945.0
599,Ford,Bronco,2023,Used,5442.0,Riata Ford,52500.0
600,Tesla,Model Y,2020,Used,40073.0,Riata Ford,39900.0
601,Nissan,Altima,2020,Used,61978.0,Riata Ford,18100.0
602,Toyota,Tundra,2022,Used,27526.0,Supreme Toyota,57983.0
603,GMC,Yukon,2022,Used,39487.0,Supreme Toyota,71483.0
604,Toyota,Tacoma,2023,New,0.0,Supreme Toyota,44924.0
605,Toyota,Tundra,2023,New,0.0,Supreme Toyota,57562.0
606,Chevrolet,Tahoe,2008,Used,261259.0,Bayer Chevrolet Buick Cadillac,3995.0
607,Toyota,Highlander,2022,Certified,19898.0,Supreme Toyota,35883.0
610,RAM,1500,2023,New,0.0,Pegasus Chrysler Dodge Jeep Ram,42998.0
611,RAM,1500,2023,New,0.0,Pegasus Chrysler Dodge Jeep Ram,56999.0
612,Jeep,Grand Cherokee,2023,New,0.0,Pegasus Chrysler Dodge Jeep Ram,56999.0
613,RAM,3500,2023,New,0.0,Pegasus Chrysler Dodge Jeep Ram,81366.0
614,Ford,F-250,2021,Used,44845.0,Ennis Ford,55594.0
615,Dodge,Viper,2003,Used,38719.0,Chevrolet of West,49877.0
616,Ford,Bronco,2023,New,0.0,Elliott Auto Group,51840.0
617,Rivian,R1S,2023,Used,744.0,Austin e Autos,93950.0
618,Ford,Explorer,2023,New,0.0,Stanley Ford - McGregor,51400.0
619,Ford,F-350,2023,New,0.0,Stanley Ford - McGregor,81762.0
620,Hyundai,Ioniq,2022,Used,6632.0,AutoNation USA Austin,35985.0
621,Toyota,Sequoia,2018,Used,56780.0,Henna Chevrolet,34495.0
622,Volvo,S90,2024,New,0.0,Volvo Cars of Austin,78395.0
623,Hyundai,Ioniq,2023,New,0.0,Round Rock Hyundai,43250.0
624,Volkswagen,Tiguan,2017,Used,67796.0,Round Rock Nissan,14815.0
625,Nissan,Leaf S,2023,New,0.0,Round Rock Nissan,29885.0
626,Toyota,Prius,2017,Used,58275.0,Corvette Country,21700.0
627,Tesla,Model 3,2018,Used,73223.0,Corvette Country,29900.0
628,Ford,F-150,2023,New,0.0,Mac Haik Ford Lincoln,44945.0
629,Lincoln,Nautilus,2022,New,0.0,Mac Haik Ford Lincoln,58585.0
630,Ford,F-450,2023,New,0.0,Mac Haik Ford Lincoln,98955.0
631,Ford,F-150,2023,New,0.0,Mac Haik Ford Lincoln,72030.0
632,Lincoln,Corsair,2022,New,0.0,Mac Haik Ford Lincoln,64975.0
633,Ford,F-150,2022,New,0.0,Mac Haik Ford Lincoln,89999.0
634,Ford,F-150,2023,New,0.0,Mac Haik Ford Lincoln,47475.0
635,BMW,X5,2014,Used,157305.0,Georgetown INFINITI,13000.0
636,BMW,X5,2020,Used,28357.0,Georgetown INFINITI,42000.0
637,RAM,1500,2022,Used,12037.0,Covert Chrysler Dodge Jeep & Ram,48926.0
640,Ford,F-150,2022,New,0.0,Leif Johnson Ford Inc.,110000.0
641,Ford,Bronco,2023,Certified,1514.0,Leif Johnson Ford Inc.,41788.0
642,Ford,F-150,2021,Certified,62430.0,Leif Johnson Ford Inc.,51229.0
643,Ford,Escape,2022,Certified,11856.0,Leif Johnson Ford Inc.,27279.0
644,Dodge,Durango,2018,Used,18558.0,Leif Johnson Ford Inc.,52396.0
645,Ford,Expedition,2021,Certified,61260.0,Leif Johnson Ford Inc.,41219.0
646,Nissan,3,2004,Used,43642.0,Leif Johnson Ford Inc.,28000.0
647,Mercedes,GLS 450,2024,New,0.0,Mercedes-Benz of Austin,102875.0
648,Mercedes,GLS 450,2024,New,0.0,Mercedes-Benz of Austin,96355.0
649,Mercedes,AMG GT,2023,New,0.0,Mercedes-Benz of Austin,94900.0
650,Mercedes,GLS 450,2024,New,0.0,Mercedes-Benz of Austin,94440.0
651,Mercedes,S-Class,2023,New,0.0,Mercedes-Benz of Austin,113245.0
652,Toyota,Highlander,2023,New,0.0,Toyota of North Austin,45002.0
653,Mazda,CX-30,2022,Used,22079.0,Howdy Honda,26999.0
654,Chevrolet,Camaro,2015,Used,106046.0,Austin Subaru,21988.0
656,Ford,F-150,2021,Used,31080.0,Town North Nissan,37795.0
657,Chevrolet,Silverado,2024,New,0.0,Platinum Chevrolet Cadillac,63665.0
658,Cadillac,XT4,2024,New,0.0,Platinum Chevrolet Cadillac,43240.0
659,Chevrolet,Colorado,2023,New,0.0,AutoNation Chevrolet West Austin,40115.0
660,Chevrolet,Colorado,2023,New,0.0,AutoNation Chevrolet West Austin,54075.0
661,Chevrolet,Suburban,2023,New,0.0,AutoNation Chevrolet West Austin,71530.0
662,Chevrolet,Tahoe,2023,New,0.0,AutoNation Chevrolet West Austin,70685.0
663,Mazda,Mazda3,2016,Used,133265.0,Covert Ford,10777.0
664,Ford,F-350,2023,Used,5556.0,Covert Ford,88398.0
665,Mazda,CX-9,2020,Used,60846.0,Covert Ford,27298.0
666,Mercedes,GLS 450,2020,Used,75013.0,Covert Ford,43598.0
667,Cadillac,CT4-V,2022,Certified,2138.0,Covert Cadillac,46988.0
668,Cadillac,CT4-V,2023,New,0.0,Covert Cadillac,84515.0
669,Lexus,ES,2021,Used,11480.0,Covert Cadillac,40988.0
670,Honda,Accord,2011,Used,117221.0,Covert Buick GMC Austin,11900.0
671,Lincoln,Navigator,2021,Used,18211.0,Covert Cadillac,71988.0
672,Mercedes,E-Class,2020,Used,18605.0,Covert Cadillac,54988.0
673,Toyota,Supra,2022,Used,11644.0,Covert Cadillac,55988.0
674,Cadillac,LYRIQ,2023,New,0.0,Covert Cadillac,59980.0
675,Hyundai,Palisade,2023,New,0.0,South Point Hyundai,40600.0
676,Toyota,RAV4,2023,New,0.0,AutoNation Toyota South Austin,38177.0
677,Hyundai,Sonata,2021,Used,42227.0,South Austin Nissan,23980.0
678,Kia,Telluride,2024,New,0.0,Kia Of Mccomb,43394.0
679,Chevrolet,Colorado,2023,New,0.0,Capitol Chevrolet,61230.0
680,Chevrolet,LS,2023,New,0.0,Capitol Chevrolet,56895.0
681,Chevrolet,Suburban,2023,New,0.0,Capitol Chevrolet,75345.0
682,Chevrolet,Suburban,2023,New,0.0,Capitol Chevrolet,70140.0
683,Chevrolet,Tahoe,2023,New,0.0,Capitol Chevrolet,71405.0
685,Mercedes,S-Class,2023,New,0.0,Mercedes-Benz of Georgetown,126255.0
686,Land Rover,Range Rover,2023,New,0.0,Sewell Land Rover North Austin,81620.0
687,Kia,Forte,2018,Certified,56240.0,Kia of North Austin,15998.0
688,Nissan,Pathfinder,2024,New,0.0,Pete Mankins Nissan,42091.0
689,Nissan,Pathfinder,2024,New,0.0,Pete Mankins Nissan,48797.0
690,Dodge,Durango,2023,New,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,42842.0
691,RAM,2500,2023,New,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,90295.0
692,Dodge,Charger,2023,New,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,53220.0
693,Jeep,Gladiator,2023,New,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,52735.0
694,Jeep,Gladiator,2023,New,0.0,Lakeshore Chrysler Dodge Jeep RAM of Kenner,56210.0
695,Ford,F-150,2016,Used,80695.0,Ray Brandt Toyota,28958.0
696,Infiniti,Q40,2015,Used,125275.0,Cedar Park Nissan,12900.0
697,Land Rover,Range Rover,2014,Used,117403.0,Cedar Park Nissan,21300.0
698,Chevrolet,Silverado,2008,Used,85394.0,Cedar Park Nissan,21600.0
699,Toyota,Avalon,2020,Used,12541.0,Bryan Subaru,36490.0
700,Lexus,GX,2019,Used,42455.0,Matt Bowers Chevrolet Metairie,39495.0
701,Chevrolet,Silverado,2024,New,0.0,Matt Bowers Chevrolet Metairie,75540.0
702,BMW,M5,2014,Used,82373.0,Matt Bowers Chevrolet Metairie,29955.0
703,Nissan,Armada,2023,New,0.0,Bates Nissan,54845.0
704,Toyota,Avalon,2018,Used,89488.0,Elder Mitsubishi - Killeen,22758.0
705,Mitsubishi,Outlander,2022,Used,59884.0,Elder Mitsubishi - Killeen,27266.0
706,Jeep,Wrangler,2007,Used,97957.0,Mattingly Motors,13225.0
707,Audi,A4,2014,Used,96365.0,Mattingly Motors,13990.0
708,Nissan,Titan,2015,Used,112622.0,Mattingly Motors,17995.0
709,Toyota,Corolla,2023,New,0.0,Toyota of Cedar Park,26152.0
710,Toyota,Tundra,2023,New,0.0,Toyota of Cedar Park,60892.0
711,Toyota,Highlander,2021,Certified,20400.0,Toyota of Cedar Park,42208.0
712,Toyota,C-HR,2020,Certified,27731.0,Toyota of Cedar Park,23318.0
713,Toyota,Tundra,2023,Used,1934.0,Toyota of Cedar Park,47868.0
714,Infiniti,QX50,2021,Used,42177.0,Toyota of Cedar Park,28650.0
715,Toyota,Venza,2022,Certified,33012.0,Toyota of Cedar Park,36987.0
716,Toyota,Tundra,2023,Used,6120.0,Toyota of Cedar Park,49282.0
717,Toyota,Tundra,2023,New,0.0,Toyota of Cedar Park,58580.0
718,Toyota,Tundra,2023,New,0.0,Toyota of Cedar Park,59079.0
719,Toyota,Tundra,2023,New,0.0,Toyota of Cedar Park,60010.0
720,Toyota,Tundra,2023,Used,3367.0,Toyota of Cedar Park,44930.0
721,Toyota,Tundra,2022,Used,36531.0,Toyota of Cedar Park,38975.0
722,Toyota,Venza,2022,Certified,37730.0,Toyota of Cedar Park,38037.0
723,Nissan,Altima,2019,Used,59778.0,Autos of Forney,18629.0
724,Kia,Sportage,2022,Used,28592.0,Autos of Forney,20791.0
725,Hyundai,Elantra,2015,Used,144474.0,Car Source,7895.0
726,Volkswagen,Tiguan,2016,Used,142846.0,Car Source,8895.0
727,Chevrolet,1,2014,Used,100484.0,Car Source,7695.0
728,Ford,Mustang,2011,Used,128184.0,All American Chevrolet of Killeen,10449.0
729,Chevrolet,Cruze,2017,Used,89327.0,All American Chevrolet of Killeen,11911.0
730,Dodge,1500,2010,Used,147158.0,All American Chevrolet of Killeen,13744.0
731,Jeep,Grand Cherokee,2015,Used,141581.0,All American Chevrolet of Killeen,14732.0
732,Volkswagen,Atlas,2024,New,0.0,Orr Volkswagen of Texarkana,43268.0
733,Volkswagen,Atlas,2024,New,0.0,Orr Volkswagen of Texarkana,43451.0
734,Volkswagen,Atlas,2024,New,0.0,Orr Volkswagen of Texarkana,49959.0
735,Volkswagen,Atlas,2024,New,0.0,Orr Volkswagen of Texarkana,53667.0
736,GMC,Terrain,2023,New,0.0,Crown Buick GMC,26290.0
737,Land Rover,Discovery,2023,New,0.0,Paretti Land Rover New Orleans,77690.0
738,Land Rover,Defender,2023,New,0.0,Paretti Land Rover New Orleans,85420.0
739,Volvo,XC60,2023,New,0.0,Bergeron Volvo,59340.0
740,Jeep,Gladiator,2023,New,0.0,Bergeron Chrysler Dodge Jeep RAM,48384.0
741,Porsche,Panamera,2021,Certified,34864.0,Porsche of New Orleans,78999.0
742,Mazda,CX-3,2019,Used,28200.0,Steele Hyundai Kyle,19488.0
743,Hyundai,Kona,2023,New,0.0,Steele Hyundai Kyle,25630.0
747,Ford,F-250,2023,New,0.0,Caraway Ford,77760.0
748,Toyota,Tundra,2021,Used,64753.0,Rainbow Mitsubishi North,42987.0
749,Chevrolet,Tahoe,2022,Used,40922.0,Rainbow Mitsubishi North,67987.0
750,Chevrolet,Corvette,2023,Used,103.0,Rainbow Mitsubishi North,106600.0
751,Mercedes,GLC,2022,Used,25908.0,Rainbow Mitsubishi North,39987.0
752,Land Rover,Range Rover,2022,Used,1722.0,Rainbow Mitsubishi North,105587.0
753,Infiniti,Essentia,2023,Used,6206.0,Rainbow Mitsubishi North,48987.0
754,Ford,F-150,2017,Used,104395.0,Rainbow Mitsubishi North,26687.0
755,Ford,Explorer,2013,Used,168729.0,Rainbow Mitsubishi North,9687.0
756,Cadillac,CT4-V,2023,New,0.0,Covert Cadillac Bee Cave,58605.0
757,Cadillac,Escalade,2023,New,0.0,Covert Cadillac Bee Cave,111390.0
758,Cadillac,XT6,2023,New,0.0,Covert Cadillac Bee Cave,49500.0
759,Cadillac,CT5,2023,New,0.0,Covert Cadillac Bee Cave,66000.0
760,BMW,330 i,2020,Used,69302.0,Bill Hood Chevrolet,25480.0
761,Toyota,4Runner,2019,Used,124717.0,Northshore Toyota,28695.0
762,Toyota,FJ Cruiser,2014,Used,113137.0,Trucks of Texas,33995.0
763,Toyota,Tundra,2023,New,0.0,Bohn Toyota,54806.0
764,Chevrolet,Silverado,2024,New,0.0,Chuck Fairbanks Chevrolet,94729.0
765,Ford,F-250,2023,New,0.0,Ford of Harvey,80395.0
766,Ford,F-250,2023,New,0.0,Ford of Harvey,67130.0
